movie_id,title,overview,runtime,Director,Actor_1,Actor_2,Actor_3,budget,revenue,original_language,release_date,genre_1,genre_2,genre_3,genre_4,genre_5,Country_1,Country_2,Country_3,Country_4,Country_5,vote_average,vote_count
9276,The Faculty,"When some very creepy things start happening around school, the kids at Herrington High make a chilling discovery that confirms their worst suspicions: their teachers really are from another planet! As mind-controlling parasites rapidly begin spreading from the faculty to the students' bodies, it's ultimately up to the few who are left – an unlikely collection of loners, leaders, nerds and jocks – to save the world from alien domination.",104.0,Robert Rodriguez,Jordana Brewster,Elijah Wood,Clea DuVall,15000000,40283321,English,1998-12-25,Horror,Mystery,Science Fiction,,,United States of America,,,,,6.2,492
116,Match Point,"Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would bring him far from it - palms start to sweat and a dark psychological match in his head begins.",124.0,Woody Allen,Jonathan Rhys Meyers,Scarlett Johansson,Emily Mortimer,15000000,85306374,English,2005-10-26,Drama,Thriller,Crime,Romance,,Ireland,Luxembourg,Russia,United Kingdom,United States of America,7.3,1105
19265,Whatever Works,"Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naïve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""",92.0,Woody Allen,Larry David,Evan Rachel Wood,Adam Brooks,15000000,35097815,English,2009-06-19,Comedy,Romance,,,,France,United States of America,,,,6.8,350
38031,You Will Meet a Tall Dark Stranger,"Two married couples find only trouble and heartache as their complicated lives unfold. After 40 years of marriage, Alfie leaves his wife to pursue what he thinks is happiness with a call girl. His wife, Helena, reeling from abandonment, decides to follow the advice of a psychic. Sally, the daughter of Alfie and Helena, is unhappy in her marriage and develops a crush on her boss, while her husband, Roy, falls for a woman engaged to be married.",98.0,Woody Allen,Gemma Jones,Anthony Hopkins,Naomi Watts,22000000,0,English,2010-05-23,Comedy,Drama,Romance,,,United States of America,Spain,,,,5.8,251
33,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",131.0,Clint Eastwood,Clint Eastwood,Gene Hackman,Morgan Freeman,14000000,159157447,English,1992-08-07,Western,,,,,United States of America,,,,,7.7,1113
12637,"New York, New York","An egotistical saxophone player and a young singer meet on V-J Day and embark upon a strained and rocky romance, even as their careers begin a long uphill climb.",155.0,Martin Scorsese,Liza Minnelli,Robert De Niro,Lionel Stander,0,0,English,1977-06-21,Drama,Music,Romance,,,United States of America,,,,,6.1,67
34152,Crooklyn,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",115.0,Spike Lee,Alfre Woodard,Delroy Lindo,David Patrick Kelly,0,0,English,1994-05-13,Comedy,Drama,,,,United States of America,,,,,6.7,31
10131,A Nightmare on Elm Street 4: The Dream Master,"Dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her friend Alice. Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain.",99.0,Renny Harlin,Robert Englund,Tuesday Knight,Ken Sagoes,7000000,72500000,English,1988-08-19,Horror,Thriller,,,,United States of America,,,,,5.8,281
1251,Letters from Iwo Jima,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",141.0,Clint Eastwood,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,19000000,68673228,English,2006-12-19,Action,Adventure,Drama,War,,Japan,United States of America,,,,7.2,541
23631,Machete,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",105.0,Robert Rodriguez,Danny Trejo,Michelle Rodriguez,Jessica Alba,20000000,31327899,English,2010-09-01,Action,Comedy,Thriller,,,United States of America,,,,,6.3,1150
578,Jaws,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",124.0,Steven Spielberg,Roy Scheider,Robert Shaw,Richard Dreyfuss,7000000,470654000,English,1975-06-18,Horror,Thriller,Adventure,,,United States of America,,,,,7.5,2542
9466,Celebrity,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.",113.0,Woody Allen,Kenneth Branagh,Judy Davis,Joe Mantegna,0,0,English,1998-09-07,Drama,Comedy,,,,United States of America,,,,,6.0,111
61752,Girl 6,"Girl 6 is a 1996 American film by director Spike Lee about a phone sex operator. Theresa Randle played the title character, and playwright Suzan-Lori Parks wrote the screenplay. The soundtrack is composed entirely of songs written by Prince. The film was screened in the Un Certain Regard section at the 1996 Cannes Film Festival. Directors Quentin Tarantino and Ron Silver make cameo appearances as film directors at a pair of interesting auditions.",108.0,Spike Lee,Theresa Randle,Isaiah Washington,Spike Lee,12000000,4939939,English,1996-03-22,Comedy,,,,,United States of America,,,,,5.7,16
50601,5 Days of War,"An American journalist and his cameraman are caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia, a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.",113.0,Renny Harlin,Rupert Friend,Val Kilmer,Andy García,20000000,17479,English,2011-04-14,War,Drama,,,,United States of America,,,,,5.8,62
601,E.T. the Extra-Terrestrial,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",115.0,Steven Spielberg,Henry Thomas,Drew Barrymore,Robert MacNaughton,10500000,792910554,English,1982-04-03,Science Fiction,Adventure,Family,Fantasy,,United States of America,,,,,7.3,3269
11873,The Color of Money,"Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent.",119.0,Martin Scorsese,Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio,13800000,52293982,English,1986-10-07,Drama,,,,,United States of America,,,,,6.7,291
15301,Twilight Zone: The Movie,"Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. ""A Quality of Mercy"", ""Kick the Can"", ""It's a Good Life"", and ""Nightmare at 20,000 Feet"".",101.0,Steven Spielberg,Albert Brooks,Vic Morrow,John Larroquette,10000000,29450919,English,1983-06-24,Drama,Fantasy,Horror,Science Fiction,Thriller,United States of America,,,,,6.2,161
41823,Mo' Better Blues,"Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet.",129.0,Spike Lee,Denzel Washington,Spike Lee,Wesley Snipes,10000000,16153593,English,1990-08-03,Drama,Romance,,,,United States of America,,,,,6.3,47
87093,Big Eyes,"The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",105.0,Tim Burton,Amy Adams,Christoph Waltz,Krysten Ritter,10000000,28883511,English,2014-12-24,Drama,,,,,Canada,United States of America,,,,6.8,1196
10388,The Limey,"The Limey follows Wilson (Terence Stamp), a tough English ex-con who travels to Los Angeles to avenge his daughter's death. Upon arrival, Wilson goes to task battling Valentine (Peter Fonda) and an army of L.A.'s toughest criminals, hoping to find clues and piece together what happened. After surviving a near-death beating, getting thrown from a building and being chased down a dangerous mountain road, the Englishman decides to dole out some bodily harm of his own.",89.0,Steven Soderbergh,Terence Stamp,Lesley Ann Warren,Luis Guzmán,10000000,3193102,English,1999-05-15,Action,Crime,Drama,Mystery,Thriller,United States of America,,,,,6.6,105
24664,Bamboozled,"TV producer Pierre Delacroix (Damon Wayans) becomes frustrated when network brass reject his sitcom idea. Hoping to get fired, Delacroix pitches the worst idea he can think of: a minstrel show. The network not only airs it, but it incredibly becomes a smash hit. Michael Rapaport co-stars in this searing satire.",135.0,Spike Lee,Damon Wayans,Savion Glover,Tommy Davidson,0,0,English,2000-10-06,Comedy,Drama,,,,United States of America,,,,,6.3,24
348,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",117.0,Ridley Scott,Tom Skerritt,Sigourney Weaver,Veronica Cartwright,11000000,104931801,English,1979-05-25,Horror,Action,Thriller,Science Fiction,,United States of America,United Kingdom,,,,7.9,4470
77930,Magic Mike,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",110.0,Steven Soderbergh,Channing Tatum,Matthew McConaughey,Alex Pettyfer,7000000,167221571,English,2012-06-28,Drama,Comedy,,,,United States of America,,,,,6.1,1040
8068,Desperado,A gunslinger is embroiled in a war with a local drug runner.,104.0,Robert Rodriguez,Antonio Banderas,Salma Hayek,Joaquim de Almeida,7000000,25405445,English,1995-08-25,Thriller,Action,Crime,,,United States of America,,,,,6.8,881
11051,The Last Temptation of Christ,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt. As he is put to death on the cross, Jesus is tempted by visions of an ordinary life married to Mary Magdalene.",164.0,Martin Scorsese,Willem Dafoe,Harvey Keitel,Barbara Hershey,7000000,8373585,English,1988-08-12,Drama,,,,,United States of America,Canada,,,,7.0,201
8879,Pale Rider,A small gold mining camp is terrorised by a ruthless land owner wanting to take their land. Clint Eastwood arrives riding a pale horse just as a young girl is praying to God to help the miners. He is revealed to be a preacher with mysterious and possible otherworldly origins who teams up with the miners to defeat the land owner and the corrupt sheriff.,115.0,Clint Eastwood,Clint Eastwood,Michael Moriarty,Carrie Snodgress,0,41410568,English,1985-06-28,Romance,Western,,,,United States of America,,,,,7.0,251
36739,School Daze,In the South of the United States are taking place confrontations between two groups of students who have different ideas and are not able to accept the one of the oponent.,121.0,Spike Lee,Samuel L. Jackson,Laurence Fishburne,Giancarlo Esposito,0,0,English,1988-02-12,Comedy,Drama,,,,United States of America,,,,,6.2,26
11901,High Plains Drifter,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",105.0,Clint Eastwood,Clint Eastwood,Verna Bloom,Marianna Hill,5500000,15700000,English,1973-04-19,Western,,,,,United States of America,,,,,7.4,278
925,Do the Right Thing,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",120.0,Spike Lee,Danny Aiello,Ossie Davis,Ruby Dee,6500000,37295445,English,1989-06-30,Drama,,,,,United States of America,,,,,7.6,292
1429,25th Hour,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",135.0,Spike Lee,Edward Norton,Philip Seymour Hoffman,Barry Pepper,15000000,13060843,English,2002-12-16,Crime,Drama,,,,United States of America,,,,,7.2,629
703,Annie Hall,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",93.0,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,4000000,38251425,English,1977-04-19,Comedy,Drama,Romance,,,United States of America,,,,,7.8,1010
512,Scoop,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",96.0,Woody Allen,Scarlett Johansson,Hugh Jackman,Woody Allen,4000000,31584901,English,2006-07-27,Comedy,Mystery,,,,United Kingdom,,,,,6.4,420
48309,Prison,"After Charles Forsyth was sent to the electric chair for a crime he didn't commit, he forever haunts the prison where he was executed. Flash forward several years when the prison is reopened, under the control of its new warden Eaton Sharpe, a former security guard who framed Charlie. When prisoners are ordered to break down the wall to the execution room, they unknowingly release the angry spirit of Charles Forsyth, a powerful being distributing his murderous rage to all, leading up to the Warden himself.",102.0,Renny Harlin,Viggo Mortensen,Chelsea Field,Lane Smith,1300000,354704,English,1988-03-04,Crime,Drama,Horror,Thriller,,United States of America,,,,,6.7,27
23618,The Original Kings of Comedy,"The Original Kings of Comedy achieves the seemingly impossible task of capturing the rollicking and sly comedy routines of stand-up and sitcom vets Steve Harvey, D.L. Hughley, Cedric the Entertainer, and Bernie Mac and the magic of experiencing a live concert show. Director Spike Lee and his crew plant a multitude of cameras in a packed stadium and onstage (as well as backstage, as they follow the comedians) to catch the vivid immediacy of the show, which is as much about the audience as it is about the jokes.",115.0,Spike Lee,Steve Harvey,D. L. Hughley,Cedric the Entertainer,0,0,English,2000-08-18,Comedy,,,,,United States of America,,,,,6.3,15
49471,Get on the Bus,"Get On the Bus follows several Black men on a cross country bus trip to the Million Man March. On the bus are an eclectic set of characters including a laid off aircraft worker, a former Gang Banger, a Hollywood actor, a cop who is of mixed racial background, and a White bus driver, all make the trek discussing issues surrounding the march, manhood, religion, politics, and race.",120.0,Spike Lee,Ossie Davis,Charles S. Dutton,Andre Braugher,2400000,5731103,English,1996-10-16,Drama,,,,,United States of America,,,,,7.0,11
11561,Sleeper,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",89.0,Woody Allen,Woody Allen,Diane Keaton,John Beck,2000000,18344729,English,1973-12-17,Comedy,Romance,Science Fiction,,,United States of America,,,,,7.0,200
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"A collection of seven vignettes, which each address a question concerning human sexuality.",88.0,Woody Allen,Woody Allen,John Carradine,Lou Jacobi,2000000,18016290,English,1972-08-06,Comedy,,,,,United States of America,,,,,6.6,215
15186,Full Frontal,"A contemporary comedy set in Los Angeles, Full Frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together. Full Frontal takes place during a twenty-four hour period - a day in the life of missed connections.",96.0,Steven Soderbergh,David Duchovny,Nicky Katt,Catherine Keener,2000000,2506446,English,2002-08-02,Comedy,Drama,Romance,,,United States of America,,,,,4.8,26
11302,Bananas,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",82.0,Woody Allen,Woody Allen,Louise Lasser,Carlos Montalbán,2000000,11833696,English,1971-04-28,Comedy,,,,,United States of America,,,,,6.7,165
278316,Da Sweet Blood of Jesus,A movie about human beings who are addicted to blood.,123.0,Spike Lee,Felicia Pearson,Zaraah Abrahams,Elvis Nolasco,0,0,English,2014-06-22,Thriller,Comedy,Romance,,,United States of America,,,,,4.1,13
1412,"Sex, Lies, and Videotape",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,100.0,Steven Soderbergh,Andie MacDowell,Peter Gallagher,James Spader,1200000,0,English,1989-08-18,Drama,,,,,United States of America,,,,,6.7,185
103,Taxi Driver,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",114.0,Martin Scorsese,Robert De Niro,Cybill Shepherd,Harvey Keitel,1300000,28262574,English,1976-02-07,Crime,Drama,,,,United States of America,,,,,8.0,2535
7944,Shine a Light,"Martin Scorsese and the Rolling Stones unite in ""Shine A Light,"" a look at The Rolling Stones."" Scorsese filmed the Stones over a two-day period at the intimate Beacon Theater in New York City in fall 2006. Cinematographers capture the raw energy of the legendary band.",122.0,Martin Scorsese,Mick Jagger,Keith Richards,Charlie Watts,0,0,English,2008-02-07,Documentary,Music,,,,United Kingdom,United States of America,,,,7.2,44
27995,She's Gotta Have It,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",84.0,Spike Lee,Tracy Camilla Johns,Tommy Redmond Hicks,John Canada Terrell,0,0,English,1986-08-08,Comedy,Romance,,,,United States of America,,,,,6.1,25
13963,The Last Waltz,"Martin Scorsese's rockumentary intertwines footage from ""The Band's"" incredible farewell tour with probing backstage interviews and featured performances by Eric Clapton, Bob Dylan, Joni Mitchell, Ringo Starr and other rock legends.",117.0,Martin Scorsese,Robbie Robertson,Rick Danko,Levon Helm,0,321952,English,1978-05-01,Documentary,Music,,,,United States of America,,,,,7.9,64
